"gender","age","marital_status","highest_qualification","nationality","gross_income","region","smoke"
"Male",24,"Single","Sub Degree","British","Moderate","Scotland","Yes"
"Female",39,"Single","Without","Scottish","Low","Scotland","No"
"Female",79,"Separated","Without","Scottish","Low","Scotland","No"
"Male",40,"Married","University","Scottish","High","Scotland","No"
"Male",60,"Married","University","British","High","Scotland","No"
"Male",42,"Married","Without","Scottish","Moderate","Scotland","No"
"Male",64,"Separated","Sub Degree","Scottish","Low","Scotland","No"
"Female",55,"Married","GCSE","Scottish","Moderate","Scotland","Yes"
"Male",54,"Married","Sub Degree","Scottish","Moderate","Scotland","No"
"Female",61,"Married","Sub Degree","British","Moderate","Scotland","No"
"Female",62,"Separated","Sub Degree","Scottish","Low","Scotland","No"
"Female",37,"Married","University","British","Moderate","Scotland","No"
"Female",55,"Married","Sub Degree","Scottish","Low","Scotland","Yes"
"Female",88,"Separated","Sub Degree","Scottish","High","Scotland","No"
"Female",39,"Separated","University","British","Moderate","Scotland","No"
"Male",34,"Single","University","British","High","Scotland","No"
"Male",42,"Married","University","Scottish","High","Scotland","No"
"Female",45,"Married","University","British","Low","Scotland","No"
"Male",59,"Married","ONC","Scottish","High","Scotland","No"
"Male",58,"Married","GCSE","British","Moderate","Scotland","Yes"
"Male",74,"Separated","Sub Degree","British","Low","Scotland","No"
"Male",45,"Married","GCSE","Scottish","Moderate","Scotland","No"
"Male",64,"Married","Without","Scottish","Moderate","Scotland","No"
"Male",53,"Single","Sub Degree","Scottish","Moderate","Scotland","No"
"Male",40,"Married","GCSE","Scottish","Moderate","Scotland","No"
"Male",30,"Married","ONC","Scottish","Moderate","Scotland","Yes"
"Male",70,"Married","Without","Scottish","Moderate","Scotland","No"
"Female",28,"Separated","ONC","Scottish","Low","Scotland","No"
"Female",78,"Separated","Without","Scottish","Low","Scotland","No"
"Male",41,"Married","A Levels","Scottish","Moderate","Scotland","Yes"
"Female",69,"Separated","Without","British","Low","Scotland","No"
"Male",54,"Married","GCSE","Scottish","Moderate","Scotland","No"
"Male",59,"Married","ONC","Scottish","Moderate","Scotland","Yes"
"Female",23,"Single","GCSE","Scottish","Low","Scotland","Yes"
"Male",40,"Married","Without","Scottish","Moderate","Scotland","Yes"
"Male",17,"Single","GCSE","Scottish","Low","Scotland","Yes"
"Male",54,"Single","Without","British","Low","Scotland","No"
"Female",49,"Separated","Without","Scottish","Low","Scotland","No"
"Male",55,"Married","Sub Degree","Scottish","Low","Scotland","Yes"
"Male",51,"Separated","ONC","Scottish","Low","Scotland","Yes"
"Female",73,"Married","Without","Scottish","Low","Scotland","No"
"Female",41,"Married","Without","Scottish","Low","Scotland","No"
"Female",70,"Married","GCSE","British","Moderate","Scotland","No"
"Female",44,"Separated","Without","Scottish","Moderate","Scotland","Yes"
"Male",51,"Separated","Without","Scottish","Low","Scotland","No"
"Male",68,"Married","University","Other","High","Scotland","Yes"
"Female",75,"Separated","Without","Scottish","Low","Scotland","No"
"Male",60,"Married","Without","Scottish","Low","Scotland","Yes"
"Male",56,"Married","Without","Scottish","Low","Scotland","No"
"Male",64,"Separated","Without","Scottish","Low","Scotland","No"
"Female",27,"Single","University","Scottish","Moderate","Scotland","No"
"Female",73,"Separated","Without","Scottish","Low","Scotland","Yes"
"Male",34,"Single","GCSE","Scottish","Moderate","Scotland","Yes"
"Male",47,"Married","GCSE","British","Moderate","Scotland","Yes"
"Male",32,"Single","A Levels","Scottish","Moderate","Scotland","No"
"Male",63,"Married","Without","British","Moderate","Scotland","No"
"Female",23,"Single","University","Scottish","Low","Scotland","No"
"Female",63,"Married","Without","Scottish","Low","Scotland","No"
"Female",46,"Separated","A Levels","Scottish","Moderate","Scotland","No"
"Male",48,"Single","A Levels","Scottish","Moderate","Scotland","No"
"Male",68,"Married","Without","Scottish","Low","Scotland","No"
"Male",52,"Separated","Without","Scottish","Moderate","Scotland","Yes"
"Female",29,"Separated","Without","Scottish","Moderate","Scotland","Yes"
"Male",41,"Separated","A Levels","Scottish","Moderate","Scotland","No"
"Female",48,"Separated","Without","Scottish","Low","Scotland","Yes"
"Male",24,"Single","A Levels","Scottish","Low","Scotland","No"
"Male",72,"Separated","Without","Scottish","Low","Scotland","Yes"
"Male",45,"Married","GCSE","British","Moderate","Scotland","No"
"Female",28,"Married","University","British","High","Scotland","No"
"Male",20,"Single","A Levels","Scottish","Low","Scotland","No"
"Female",69,"Separated","Without","Scottish","Low","Scotland","No"
"Female",70,"Married","Without","Scottish","Low","Scotland","No"
"Male",50,"Married","GCSE","Scottish","Moderate","Scotland","Yes"
"Male",63,"Married","A Levels","Scottish","Low","Scotland","Yes"
"Male",44,"Married","GCSE","British","Moderate","Scotland","No"
"Female",83,"Separated","Without","Scottish","Low","Scotland","No"
"Female",17,"Single","GCSE","Scottish","Low","Scotland","Yes"
"Female",61,"Married","Sub Degree","Scottish","Low","Scotland","No"
"Female",47,"Married","GCSE","Scottish","Low","Scotland","Yes"
"Male",57,"Married","University","Scottish","High","Scotland","No"
"Female",44,"Married","GCSE","Scottish","Low","Scotland","Yes"
"Male",52,"Single","GCSE","Other","Moderate","Scotland","Yes"
"Male",82,"Married","Without","Scottish","Low","Scotland","No"
"Male",63,"Married","A Levels","Scottish","High","Scotland","No"
"Female",72,"Separated","Without","Scottish","Low","Scotland","No"
"Male",39,"Married","Sub Degree","Scottish","High","Scotland","No"
"Female",35,"Separated","University","Scottish","Moderate","Scotland","No"
"Female",39,"Married","University","Scottish","Moderate","Scotland","No"
"Female",31,"Single","Sub Degree","Scottish","Low","Scotland","Yes"
"Male",61,"Married","Without","Scottish","Low","Scotland","No"
"Male",23,"Separated","GCSE","Scottish","Low","Scotland","Yes"
"Male",34,"Single","Without","Scottish","Moderate","Scotland","Yes"
"Male",24,"Single","University","Scottish","Moderate","Scotland","No"
"Male",82,"Single","Sub Degree","Scottish","Low","Scotland","No"
"Male",27,"Married","A Levels","Scottish","Moderate","Scotland","No"
"Female",62,"Separated","GCSE","Scottish","Low","Scotland","Yes"
"Male",39,"Married","Sub Degree","British","Moderate","Scotland","No"
"Male",44,"Separated","Without","Scottish","Low","Scotland","No"
"Female",43,"Single","Without","British","Moderate","Scotland","Yes"
"Male",31,"Single","GCSE","Scottish","Low","Scotland","Yes"
"Male",77,"Separated","Sub Degree","English","Low","Scotland","Yes"
"Female",20,"Single","GCSE","English","Low","Scotland","No"
"Female",81,"Separated","Sub Degree","Scottish","Low","Scotland","No"
"Female",31,"Single","GCSE","Scottish","Moderate","Scotland","Yes"
"Female",78,"Married","Sub Degree","Scottish","Low","Scotland","No"
"Male",35,"Married","A Levels","Scottish","Moderate","Scotland","No"
"Female",67,"Separated","Without","Scottish","Low","Scotland","No"
"Male",65,"Separated","Sub Degree","Scottish","Moderate","Scotland","No"
"Male",61,"Married","Sub Degree","Scottish","Moderate","Scotland","No"
"Male",24,"Single","Without","Scottish","Low","Scotland","Yes"
"Male",53,"Single","Without","Scottish","Moderate","Scotland","No"
"Male",35,"Married","Without","Scottish","Moderate","Scotland","Yes"
"Female",31,"Single","Sub Degree","Scottish","Low","Scotland","No"
"Male",22,"Single","Without","Scottish","Low","Scotland","No"
"Female",49,"Separated","Sub Degree","English","Low","Scotland","Yes"
"Male",45,"Married","Sub Degree","Scottish","Low","Scotland","No"
"Female",51,"Married","Without","English","Low","Scotland","Yes"
"Male",31,"Married","University","Scottish","Moderate","Scotland","No"
